Title,Price($),Address,Date Posted,Building Type,Bedrooms,Bathrooms,Utilities,Wi-Fi and More,Parking Included,Agreement Type,Move-In Date,Pet Friendly,Size (sqft),Furnished,Air Conditioning,Personal Outdoor Space,Smoking Permitted,Appliances,Amenities,Description,Visit Counter,url
Leslieville:  Studio bachelor basement apartment,1400,"Toronto, ON M4M",2024-03-13 12:35:03,Basement,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Limited,450,No,Yes,Yard,No,Fridge / Freezer,,"Seeking tenant for a small 1 bedroom basement in my house in Leslieville. Single occupancy only. Quiet, clean, non-smoker preferred. Private entrance. Utilities included. Past landlord references and credit check required. If you are inclined to respond, please tell me how your profile might be a good match in order to book an appointment to view . Thank you!",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/leslieville:-studio-bachelor-basement-apartment/1686673552
Yonge/Finch 3 bedroom (Unfurnished) for rent-Short term rental,3225,"Finch Ave E, North York, ON",2024-03-13 12:34:47,,,,,,,,,,,No,,,,,,"Luxurious THREE Spacious Bedroom with a full bathroom and powder room features front and back bright and picturesque views located in the heart of North York, In-suite laundry, THREE full parking spaces, Open Concept Kitchen with brand-new Stainless-Steel Stove, Fridge, Dishwasher, Microwave Hood-fun and Washer/Dryer and Corner Island with Quartz Countertop. The front and back of the house are filled with comforts and surrounded by anything and everything you need. Enjoy Asian cuisine and all the other restaurants and cafes' on Yonge Street within walking distance from the back of the house. Parking and utilities included. 5-Min Walk to Finch Subway Station, Go Bus, Finch Terminal, and surrounded by many other restaurants, supermarkets, shopper drugs mart, and more.",2 visits,https://www.kijiji.ca/v-short-term-rental/city-of-toronto/yonge-finch-3-bedroom-unfurnished-for-rent-short-term-rental/1688088192
2 bed condo newly renovated - long term rent,2600,"Bay Street, Toronto, ON",2024-03-13 12:31:13,Condo,2,1.5,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,1 Year,"March 15, 2024",Limited,934,No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Laundry (In Building), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","Move in date - ASAP
VIEWINGS - Message me to book the in person tour",12 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bed-condo-newly-renovated-long-term-rent/1688087867
"Bachelor, Bathurst and Queen - ID 3121",1550,"798 Richmond Street West, Toronto, ON, M6J 3P3",2024-03-13 12:30:00,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,Not Available,"March 13, 2024",Yes,236,No,No,Not Included,No,"Laundry (In Building), Fridge / Freezer","Gym, Concierge, 24 Hour Security, Bicycle Parking, Elevator in Building",,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-bathurst-and-queen-id-3121/1688077807
2402-2406 Queen St. E - 1 Bedroom Apartment for Rent,2170,"2406 Queen St. E, Toronto, ON, M1N 1A2",2024-03-13 12:30:00,Apartment,1,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,Yes,695,No,No,Not Included,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",,Building Features,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2402-2406-queen-st-e-1-bedroom-apartment-for-rent/1688077869
Studio Apartment for Rent - 100 Gloucester St,1949,"100 Gloucester St, Toronto, ON, M4Y 1M1",2024-03-13 12:30:00,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_No",Not Included,0,1 Year,,No,418,No,No,Balcony,No,"Laundry (In Building), Dishwasher, Fridge / Freezer","Storage Space, Elevator in Building",Utilities Included,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/studio-apartment-for-rent-100-gloucester-st/1688077850
2 bedroom renovated  furnished apartment,2300,"388 Wilson Ave, Toronto, ON M3H 1S9",2024-03-13 12:28:18,Apartment,2 + Den,1,,Not Included,0,1 Year,"March 15, 2024",No,"1,050",Yes,No,Not Included,No,,,"Beautifully Renovated Two Storey, 2 Bedroom and 1 Bathroom Apartment. Furnished included. Parking available. Ceiling Fan in every bedroom.
Prime location. TTC at your doorstep and laundry across the street, 2 min away in plaza. Close to all amenities including Yorkdale Mall. Laundry across the streetShow less",3 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-renovated-furnished-apartment/1688087631
DOWNTOWN Commercial Unit King West / Liberty Village / Parkdale,2500,"Toronto, ON M6K 1G4",2024-03-13 12:24:13,,,,,,,,,,850,No,,,,,,"North facing commercial / office space available on 3rd Floor of 3-story walkup on King St. near Dufferin St. Open concept, lots of natural bright light. Rear unit, no street noise, quiet. Includes kitchenette (with appliances), and bathroom. Perfect for start up / studio / clinic / office space. Across the street from King/Dufferin TTC streetcar/buses. Vibrant neighbourhood, walking distance to Parkdale, King West, Liberty Village, the lake, Roncesvalles, and houses/condos.",5 visits,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/downtown-commercial-unit-king-west-liberty-village-parkdale/1688087253
Whirlpool Stainless Steel Stove - Delivery available,280,"Gloucester, ON K1J",2024-03-13 14:33:17,,,,,,,,,,,,,,,,,"Very clean, fFully functional. Test possible whenn you come to see it. Can drop off for an extra cost.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-bachelor-church-and-wellesley-id-69/1688077713
"Lovely , Clean furnished room",800,"Toronto, ON M4L 1E5",2024-03-13 12:23:31,,,,,,,,,No,,Yes,,,,,,"Lovely , clean furnished room on Queen Street East. 24 hour streetcar in front of the house. Close to beach and shops. All utilities are included with laundry and INTERNET. Suitable for INTERNATIONAL student or young working holiday visa person. Available April 1st.",9 visits,https://www.kijiji.ca/v-room-rental-roommate/city-of-toronto/lovely-clean-furnished-room/1688087208
Spacious one bedroom apartment,2000,"King St E, Hamilton, ON",2024-03-13 12:22:45,Apartment,1,1,,Not Included,1,1 Year,"April 1, 2024",Limited,900,No,No,Not Included,No,Laundry (In Unit),,"Full of character, wood floors, high ceilings, brick. Electric fireplace. In suite laundry. One Bedroom, unfurnished, approx. 900 sq ft, 3 piece bath
Large eat-in kitchen
Second storey
Built in shades on all windows
Parking for 1 vehicle",13 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/spacious-one-bedroom-apartment/1688087112
Treatment room for physiotherapist,1000,"Yonge St, Toronto, M2P 1N6",2024-03-13 12:20:41,,,,,,,,,,150,No,,,,,,"I am seeking an unfurnished room for rent as an independent physiotherapist:
- 5 days/wk
- at least 150sf
- window with covering
- parking nearby for patients
- near/on subway line in Toronto/North York
If you have the above available, I look forward to hearing from you!",3 visits,https://www.kijiji.ca/v-commercial-office-space/city-of-toronto/treatment-room-for-physiotherapist/1688086927
Stunning Lakeview – High Among the Clouds on the 31st Floor!!!,3650,"Mariner Terrace, Toronto, Ontario",2024-03-13 12:17:55,Condo,2 + Den,2,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,1,1 Year,"March 1, 2024",No,"1,000",No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer","Gym, Pool, Concierge, 24 Hour Security, Bicycle Parking, Storage Space, Elevator in Building","Fantastic south-facing unobstructed lake view, open concept, sun-drenched, approx. 1,000 sq ft two bedroom + den unit. Two full bathrooms, master bedroom with ensuite bathroom and walk-in closet. Includes parking and locker at 5 Mariner Terrace – A must see! Hardwood floors. Available from March 1st onwards. Separate den can easily be converted into a third bedroom or nursery.",3 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/stunning-lakeview-high-among-the-clouds-on-the-31st-floor/1688086660
Condo Townhouse For Rent,3500,"721 Lawrence Avenue West, North York, Toronto, Ontario",2024-03-13 12:15:32,Townhouse,3,2,,Not Included,1,1 Year,"April 1, 2024",Yes,"1,200",No,Yes,Balcony,Outdoors only,"Laundry (In Unit), Dishwasher, Fridge / Freezer",,"Absolutely stunning luxury condo townhouse featuring a gorgeous Chef inspired kitchen with solid wood cabinet, granite countertops, backsplash and island.
3 large bedrooms also feature hardwood throughout and a amazing master with a private walk out balcony.
Upstairs features a convenient laundry room and access to an entertainer's dream, the breathtaking rooftop patio.",97 visits,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/condo-townhouse-for-rent/1687233229
3 Bedroom Apartment for Rent - 530 Scarlett Road,3100,"530 Scarlett Road, Toronto, ON, M9P 2S3",2024-03-13 12:13:19,Apartment,3,1.5,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Limited,"1,093",No,No,Balcony,No,Fridge / Freezer,Pool,"Villa Nova is located in the quiet suburban area of Etobicoke with views of downtown to the east and tree lined streets to the west. The building is situated on Scarlett Road, two blocks north of Eglinton Ave West. Public transit is conveniently located at your front door and schools, local shops and restaurants are within walking distance. Our friendly, professional staff are available for your convenience and security. Suites are large with new balconies and windows. There is a wonderful outdoor pool, which is a great place to spend those hot summer days with family and friends.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-apartment-for-rent-530-scarlett-road/1687446026
2 Bedroom Apartment for Rent - 2980 Don Mills Road,2700,"2980 Don Mills Road, Toronto, ON, M2J 3B9",2024-03-13 12:13:11,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,875,No,No,Balcony,No,Fridge / Freezer,Elevator in Building,$500 Move-In Bonus!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-2980-don-mills-road/1687648034
1 Bedroom Apartment for Rent - 2980 Don Mills Road,2315,"2980 Don Mills Road, Toronto, ON, M2J 3B9",2024-03-13 12:13:07,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Limited,625,No,No,Balcony,No,Fridge / Freezer,Elevator in Building,$500 Move-In Bonus!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-2980-don-mills-road/1685447683
2 Bedroom Apartment for Rent - 110 Erskine Avenue,2975,"110 Erskine Avenue, Toronto, ON, M4P 1Y4",2024-03-13 12:13:03,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"June 1, 2024",Limited,865,No,No,Not Included,No,Fridge / Freezer,Pool,"Experience the best of Toronto at Yonge and Eglinton! Located at 110 Erskine Ave, Upper Canada Apartments offers you access to restaurants, shopping, theatres, schools, and much more! A short walk to the Yonge and Eglinton subway.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-110-erskine-avenue/1687286441
1 Bedroom Apartment for Rent - 110 Erskine Avenue,2445,"110 Erskine Avenue, Toronto, ON, M4P 1Y4",2024-03-13 12:12:59,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Limited,595,No,No,Not Included,No,Fridge / Freezer,Pool,"Experience the best of Toronto at Yonge and Eglinton! Located at 110 Erskine Ave, Upper Canada Apartments offers you access to restaurants, shopping, theatres, schools, and much more! A short walk to the Yonge and Eglinton subway.",,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-110-erskine-avenue/1686110369
Bachelor Apartment for Rent - 160 Erskine Avenue,2095,"160 Erskine Avenue, Toronto, ON, M4P 1Z3",2024-03-13 12:12:55,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Limited,390,No,No,Not Included,No,Fridge / Freezer,Pool,$500 Move-In Bonus!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-160-erskine-avenue/1684195313
1 Bedroom Apartment for Rent - 160 Erskine Avenue,2075,"160 Erskine Avenue, Toronto, ON, M4P 1Z3",2024-03-13 12:12:51,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Limited,470,No,No,Not Included,No,Fridge / Freezer,Pool,$500 Move-In Bonus!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-160-erskine-avenue/1684003019
2 Bedroom Apartment for Rent - 160 Erskine Avenue,2795,"160 Erskine Avenue, Toronto, ON, M4P 1Z3",2024-03-13 12:12:46,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"April 1, 2024",Limited,815,No,No,Not Included,No,Fridge / Freezer,Pool,$500 Move-In Bonus!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-160-erskine-avenue/1682071413
Bachelor Apartment for Rent - 140 Erskine Avenue,1805,"140 Erskine Avenue, Toronto, ON, M4P 1Z2",2024-03-13 12:12:42,Apartment,Bachelor/Studio,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,390,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer","Gym, Pool, Elevator in Building",Free Month of Rent!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-apartment-for-rent-140-erskine-avenue/1682150597
2 Bedroom Apartment for Rent - 140 Erskine Avenue,2845,"140 Erskine Avenue, Toronto, ON, M4P 1Z2",2024-03-13 12:12:38,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Limited,815,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer","Gym, Pool, Elevator in Building",Free Month of Rent!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-140-erskine-avenue/1687482333
1 Bedroom Apartment for Rent - 140 Erskine Avenue,1895,"140 Erskine Avenue, Toronto, ON, M4P 1Z2",2024-03-13 12:12:32,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,,Limited,470,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer","Gym, Pool, Elevator in Building",Free Month of Rent!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-140-erskine-avenue/1681821200
"Renovated One bedroom, Vaughan and Kenwood - ID 2049",2250,"227 Vaughan Road, Toronto, ON, M6C 2M3",2024-03-13 12:12:00,Apartment,1,1,"Hydro_Yes,Heat_Yes,Water_Yes",Not Included,0,Not Available,"May 7, 2024",Yes,595,No,No,Not Included,No,"Laundry (In Building), Dishwasher, Fridge / Freezer",,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/renovated-one-bedroom-vaughan-and-kenwood-id-2049/1688077718
3 Bedroom Apartment for Rent - 2350 Birchmount Road,3025,"2350 Birchmount Road, Toronto, ON, M1T 3N4",2024-03-13 12:11:38,Apartment,3,1.5,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Limited,"1,164",No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer",Elevator in Building,$500 Off Your First 3 Months!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-apartment-for-rent-2350-birchmount-road/1687443635
1 Bedroom Apartment for Rent - 2350 Birchmount Road,2310,"2350 Birchmount Road, Toronto, ON, M1T 3N4",2024-03-13 12:11:34,Apartment,1,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"May 1, 2024",Limited,744,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer",Elevator in Building,$500 Off Your First 3 Months!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-apartment-for-rent-2350-birchmount-road/1687292172
2 Bedroom Apartment for Rent - 175 Shaughnessy Blvd.,2995,"175 Shaughnessy Blvd., Toronto, ON, M2J 1K1",2024-03-13 12:10:46,Apartment,2,1,"Hydro_No,Heat_Yes,Water_Yes",Not Included,0,1 Year,"July 1, 2024",Limited,917,No,No,Balcony,No,"Laundry (In Building), Fridge / Freezer",Elevator in Building,$500 Move-In Bonus!,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-175-shaughnessy-blvd/1687386346
